,realUp,summ_context,okt_tokenized
1643,1,일 코스닥지수는 개인이 거래일 연속 순매수하며 소폭 상승을 시작했으나 이후 하락세를 보였습니다 기관은 억원을 외국인은 억원을 각각 순매도했습니다 다우존스 산업평균지수와 지수 모두 사상 최고치를 기록한 가운데 코스닥지수는 화학과 운송 분야가 강세였고 금융 및 통신장비 분야는 약세를 보였습니다 시총 상위 종목 중에는 셀트리온헬스케어 에코프로비엠 등이 있었습니다 전날 상장 후 따상 을 달성한 플래티어는 이날도 상승세를 이어갔으며 증가했습니다 반면 팍스넷은 대폭 하락했고 서울제약 및 에스앤디와 같은 일부 종목들도 내림세였습니다,"['코스닥', '지수', '개인', '거래', '연속', '매수', '상승', '시작', '이후', '하락', '기관', '억원', '외국인', '억원', '각각', '매도', '다우존스', '산업', '평균', '지수', '지수', '모두', '사상', '최고', '기록', '가운데', '코스닥', '지수', '화학', '운송', '분야', '강세', '금융', '통신', '장비', '분야', '약세', '상위', '종목', '셀트리온', '스케', '에코', '프로비', '전날', '상장', '달성', '티어', '상승세', '증가', '반면', '팍스넷', '대폭', '하락', '서울', '제약', '에스', '앤디', '일부', '종목']"
1644,0,제니가 새 광고 모델로 등장하는 좋은 잠 캠페인 시즌 의 첫 쌓고 편이 공개되었습니다 해당 광고는 제니가 강아지와 교감하거나 독서하는 등 일상 속에서 좋은 잠을 통해 가치를 쌓아가며 변화한 모습을 다채롭게 선보이며 편안히 잠든 모습으로 마무리됩니다 존 케이의 파라슈트 라는 이 경쾌한 분위기를 더합니다 에이스침대는 이번 캠페인을 통해 좋은 잠의 누적효과와 그것이 삶의 질과 연결되는 중요성을 전하고 있습니다 또한 캠페인사이트를 통해 이벤트를 진행하며 다양한 상품을 경품으로 제공합니다,"['제니', '광고', '모델', '등장', '캠페인', '시즌', '편이', '공개', '해당', '광고', '제니', '강아지', '교감', '거나', '독서', '일상', '통해', '가치', '변화', '모습', '다채롭', '모습', '마무리', '케이', '파라슈트', '분위기', '에이스침대', '이번', '캠페인', '통해', '누적', '효과', '그것', '연결', '중요성', '전하', '또한', '캠페인', '사이트', '통해', '이벤트', '진행', '상품', '경품', '제공']"
1645,0,홀딩스는 계열사 의 주식 확보로 지주 전환을 완료하면서 주가가 강세를 나타내고 있습니다 김창수 회장과 그의 자녀들의 지분율도 증가하였습니다 이러한 구조는 홀딩스가 계열사를 안정적으로 지배할 수 있게 해줍니다,"['홀딩스', '열사', '주식', '확보', '지주', '전환', '완료', '주가', '강세', '김창수', '회장', '자녀', '율도', '증가', '구조', '홀딩스', '계열', '안정', '지배']"
1646,1,코스닥지수가 기관과 외국인의 순매수로 인해 이상 상승하였습니다 유통 운송 및 섬유 의류 등의 업종이 강세를 보였으며 시가총액 상위 종목 대부분도 올랐습니다 셀트리온제약은 코로나 치료제 렉키로나 의 미 유럽 진출 기대감으로 상승하였습니다 일부 개별종목들도 큰 폭으로 올랐는데 크리스탈신소재 삼일 등이 가격제한폭까지 치솟았습니다,"['코스닥', '지수', '기관', '외국인', '수로', '이상', '상승', '유통', '운송', '섬유', '의류', '업종', '강세', '시가총액', '상위', '종목', '대부분', '셀트리온', '제약', '코로나', '치료', '유럽', '진출', '대감', '상승', '일부', '개별', '종목', '크리스탈', '신소재', '삼일', '가격']"
1647,0,코스피 지수는 기관이 무려 억원을 순매수하며 로 마감하였습니다 외국인은 여전히 순매도 중이지만 그 규모가 크게 줄어들었습니다 코스피 대형주가 상승세를 이끌었고 화학은 리콜 비용 이슈로 인해 큰 폭으로 하락했습니다 국제약품과 한화투자증권우는 상한가를 기록했으며 업비트의 사업자 신고서 접수가 암호화폐 거래소에 호재로 작용하였습니다,"['코스피', '지수', '기관', '무려', '억원', '매수', '마감', '외국인', '매도', '중이', '규모', '크게', '코스피', '대형주', '상승세', '화학', '리콜', '비용', '이슈', '하락', '국제', '약품', '화투', '증권', '상한', '기록', '비트', '사업자', '신고', '접수', '암호', '화폐', '거래소', '호재', '작용']"
1648,0,크리스탈신소재는 최근 차로 도입된 그래핀 생산라인 세트의 설치를 완료하고 시운전 작업을 시작했습니다 회사는 오는 월 말까지 시운전을 마무리할 예정이며 이후 차로 입고된 세트도 추가로 설치할 계획입니다 이 설비는 반응기 침전기 및 분쇄기로 구성되어 있습니다 그래핀 생산은 회사의 주력 사업인 합성운모와 함께 신성장 동력으로 육성되고 있으며 회사는 고품질 그래핀 생산을 통해 경쟁력과 수익성을 향상시키려 노력하고 있습니다,"['크리스탈', '신소재', '최근', '차로', '도입', '그래핀', '생산', '라인', '세트', '설치', '완료', '시운전', '작업', '시작', '회사', '시운전', '마무리', '예정', '이후', '차로', '세트', '추가', '설치', '계획', '설비', '응기', '전기', '분쇄기', '구성', '그래핀', '생산', '회사', '주력', '사업인', '합성', '운모', '성장', '동력', '육성', '회사', '품질', '그래핀', '생산', '통해', '경쟁력', '수익', '향상', '노력']"
1649,1,월 일 코스닥 지수가 외국인 순매수량 증가로 선을 회복하며 상승세를 보였습니다 외국인은 이틀 연속 이상 매수했고 운송장비 및 부품이 상승한 가운데 에이치엘비가 급등했습니다 나머지 업종 대부분도 강세를 보이며 주요 종목들이 혼조세를 나타냈습니다 원티드랩 티비씨 아즈텍 등 개 종목이 상한가를 기록했고 대부분의 주식들이 상승 마감하였습니다,"['코스닥', '지수', '외국인', '수량', '증가', '상승세', '외국인', '이틀', '연속', '이상', '매수', '운송', '장비', '부품', '상승', '가운데', '에이치엘비', '급등', '나머지', '업종', '대부분', '강세', '보이', '주요', '종목', '조세', '원티드', '티비', '아즈텍', '종목', '상한', '기록', '대부분', '주식', '상승', '마감']"
1650,0,일 코스닥지수는 개인과 외국인 투자자 순매수로 거래일 연속 상승해 로 마감했습니다 디지털컨텐츠 운송장비 부품 건설 등의 업종이 강세를 보였습니다 코스피 상위 종목들 중에는 펄어비스 에이치엘비 등이 급등했고 셀트리온제약 엘앤에프 등은 하락했습니다 엔케이맥스 는 불응성 고형암 임상 결과에 힘입어 상한가에 도달했습니다,"['코스닥', '지수', '개인', '외국인', '투자자', '수로', '거래', '연속', '상승', '마감', '디지털', '컨텐츠', '운송', '장비', '부품', '건설', '업종', '강세', '코스피', '상위', '종목', '어비스', '에이치엘비', '급등', '셀트리온', '제약', '엘앤', '에프', '하락', '케이', '맥스', '불응', '고형', '결과', '상한', '도달']"
1651,1,바이오사이언스는 워싱턴대학과 공동으로 개발한 코로나 백신 의 임상 상을 시작했습니다 현대산업개발은 이문 재정비 촉진구역 주택재개발정비사업을 억 규모에 수주했습니다 메리츠금융지주는 주주 가치를 높이기 위해 억 규모의 자기주식 취득 계약을 체결하였습니다 솔루에타는 생산 재개가 가능하게 되어 전자파차폐소재 부문에서 연간 매출의 를 차지하게 되었습니다 미투젠은 주식시장 안정과 주가 향상을 위해 억 규모의 자사주를 취득하기로 결정했습니다,"['바이오', '사이언스', '워싱턴', '대학', '공동', '개발', '코로나', '백신', '시작', '산업', '개발', '이문', '재정', '촉진', '구역', '주택', '재개발', '정비', '사업', '규모', '수주', '리츠', '금융', '지주', '주주', '가치', '위해', '규모', '자기', '주식', '취득', '계약', '체결', '솔루에타', '생산', '재개', '전자파', '차폐', '소재', '부문', '연간', '매출', '차지', '미투', '주식시장', '안정', '주가', '향상', '위해', '규모', '사주', '취득', '결정']"
1652,1,코스닥 지수 일 거래일 연속 상승 마감 코스닥 지수가 외국인 순매수 증가로 선에서 출발해 포인트로 마무리되며 보름 만에 선을 회복함 한국 수출 호조가 투자심리에 긍정적으로 작용했음 개인과 외국인은 순매수를 기관은 순매도 흐름을 보였으며 시총 상위 종목들은 대체로 하락세를 기록함 위메이드맥스와 위메이드는 큰 폭으로 상승했으며 인터파크는 매각 예비입찰 불참 소식으로 하락세,"['코스닥', '지수', '거래', '연속', '상승', '마감', '코스닥', '지수', '외국인', '매수', '증가', '출발', '포인트', '마무리', '보름', '한국', '수출', '호조', '투자', '심리', '긍정', '작용', '개인', '외국인', '매수', '기관', '매도', '흐름', '상위', '종목', '대체로', '하락', '기록', '위메이드', '맥스', '위메이드', '상승', '인터파크', '매각', '예비', '입찰', '불참', '소식', '하락']"
1653,1,조일알미늄은 알루미늄 슈퍼 사이클을 경험하며 글로벌 수급 불균형으로 인한 장기 호황기를 맞이할 것으로 전망됩니다 최재호 하나금융투자 연구원은 년에 조일알미늄의 예상 매출액과 영업이익을 각각 억 원 및 억 원으로 예측합니다 해당 기업은 알루미늄 압연 분야의 선도기업으로 높은 점유율을 확보하고 있으며 전기차와 차전지 발 수요 급증에 따른 제품 출하량 증가로 인한 마진 개선을 예상하고 있습니다 또한 자동차 경량화 트렌드는 알루미늄 수요를 더욱 증가시킬 것이며 코일 제조업체 대비 상대적으로 저평가된 주가는 매력적인 투자 기회로 제시됩니다,"['알미늄', '알루미늄', '슈퍼', '사이클', '경험', '글로벌', '수급', '불균형', '장기', '호황', '맞이', '전망', '최재호', '하나', '금융투자', '연구원', '알미늄', '예상', '매출', '영업', '이익', '각각', '예측', '해당', '기업', '알루미늄', '압연', '분야', '선도', '기업', '점유', '확보', '전기차', '수요', '급증', '제품', '하량', '증가', '마진', '개선', '예상', '또한', '자동차', '경량', '트렌드', '알루미늄', '수요', '더욱', '증가', '코일', '제조업체', '대비', '상대', '평가', '주가', '매력', '투자', '기회', '제시']"
1654,1,기사에 따르면 신한금융투자는 코오롱플라스틱의 목표 주가를 상향 조정하여 만 천 원을 제시했으며 투자 의견은 매수 로 유지했습니다 회사는 전기차 및 수소 소재에 대한 수요 증가와 판매량 수익성 상승으로 인한 분기 사상 최대 실적이 예상됩니다 회사의 생산능력은 글로벌 시장에서 세 번째이지만 새로운 고객을 확보하기 위해 증설이 필요하며 특히 북미와 유럽 시장에 중점을 둘 계획입니다 전기차 시장 성장 잠재력과 함께 회사는 전기차용 부품 개발에 힘쓰고 있습니다 또한 수소 소재 개발도 진행하고 있으며 현재 전량 수입에 의존하는 비금속 라이너를 생산하려고 합니다,"['기사', '금융투자', '코오롱', '플라스틱', '목표', '주가', '상향', '조정', '제시', '투자', '의견', '매수', '유지', '회사', '전기차', '수소', '소재', '대한', '수요', '증가', '판매량', '수익', '상승', '분기', '사상', '최대', '실적', '예상', '회사', '생산', '능력', '글로벌', '시장', '고객', '확보', '위해', '증설', '북미', '유럽', '시장', '중점', '계획', '전기차', '시장', '성장', '잠재력', '회사', '전기', '차용', '부품', '개발', '또한', '수소', '소재', '개발', '진행', '현재', '전량', '수입', '의존', '비금속', '라이너', '생산']"
1655,0,재영솔루텍 이 삼성전자 스마트폰용 고사양 손떨림방지기능 액추에이터 카메라 모듈 생산라인 증설을 위해 억 원을 투자한다고 발표한 후 급등세를 보이고 있습니다 이 소식이 나온 뒤 주가가 급반등해 현재까지 상승한 가격으로 거래 중입니다 회사는 삼성전자 스마트폰용 자동초점구동장치 및 엔코더 타입 카메라 모듈 생산을 위해 라인 증설도 계획하고 있으며 향후 추가 물량 증가에 따라 추가 생산라인을 설치할 예정이라고 밝혔습니다,"['재영솔루텍', '삼성', '전자', '스마트폰', '사양', '방지', '기능', '액추에이터', '카메라', '모듈', '생산', '라인', '증설', '위해', '투자', '발표', '급등', '보이', '소식', '주가', '반등', '현재', '상승', '가격', '거래', '회사', '삼성', '전자', '스마트폰', '자동초점', '장치', '엔코더', '타입', '카메라', '모듈', '생산', '위해', '라인', '증설', '계획', '향후', '추가', '물량', '증가', '추가', '생산', '라인', '설치', '예정']"
1656,0,해당 뉴스는 제룡산업 이 보통주 주에 대해 신주 주를 무상증자하기로 결정했다고 발표한 내용을 담고 있습니다 배정 기준일은 이달 일이며 상장 예정일은 다음 달 일로 예정되어 있습니다 새롭게 발행되는 주식은 만 주로 총 주식 수를 늘리는 것을 목적으로 하고 있습니다 또한 회사는 공시 관련 규정 준수를 위해 거래 정지 조치를 취했습니다 이 뉴스 기사는 특정 주식들과 그에 해당하는 코드들을 나열하고 있는데 이 중 일부는 다음과 같습니다 그리고 등이 있습니다 해당 목록은 총 개의 항목으로 이루어져 있으며 코드는 정수형 입니다 요약하자면 제룡산업의 무상증자 계획과 거래 정지 결정에 관한 내용이며 특정 주식들과 그들의 코드들을 나열하고 있습니다,"['해당', '뉴스', '산업', '보통주', '대해', '신주', '무상증자', '결정', '발표', '내용', '배정', '기준', '일이', '상장', '예정일', '다음', '일로', '예정', '발행', '주식', '주로', '주식', '목적', '또한', '회사', '공시', '관련', '규정', '준수', '위해', '거래', '정지', '조치', '뉴스', '기사', '특정', '주식', '해당', '코드', '일부', '다음', '해당', '목록', '항목', '코드', '정수형', '요약', '산업', '무상증자', '계획', '거래', '정지', '결정', '내용', '특정', '주식', '코드']"
1657,0,홍준표와 최재형 같은 정치인들과 연관된 주식들이 최근 상승세를 보이고 있습니다 이는 윤석열 전 검찰총장에 대한 부정적인 소식이 전해지면서 다른 후보들에게 유리한 상황이 만들어졌기 때문으로 분석됩니다 관련주로는 휘닉스소재 영화금속 경남스틸 등이 있으며 이들 주가는 최대 까지 올랐습니다 이러한 주식들은 정치 상황과 연관되어 있기 때문에 투자 시 주의가 필요합니다,"['홍준표', '최재형', '정치인', '연관', '주식', '최근', '상승세', '보이', '윤석열', '검찰총장', '대한', '부정', '소식', '다른', '후보', '상황', '때문', '분석', '관련', '주로', '휘닉스소재', '영화', '금속', '경남', '스틸', '주가', '최대', '주식', '정치', '상황', '연관', '때문', '투자', '주의']"
1658,0,코스닥지수가 거래일 만에 하락하여 선에서 거래를 마쳤습니다 개인은 코스닥 시장에서 순매수자였지만 외국인 및 기관의 매도 압력으로 지수 상승을 이끌기에는 부족했습니다 통신장비를 제외한 대부분의 업종이 하락했으며 시가총액 상위주는 혼조세를 보였습니다 거래량과 거래대금은 각각 억 만 주와 조 억원으로 기록되었습니다,"['코스닥', '지수', '거래', '하락', '거래', '개인', '코스닥', '시장', '매수', '외국인', '기관', '매도', '압력', '지수', '상승', '통신', '장비', '제외', '대부분', '업종', '하락', '시가총액', '상위', '조세', '거래량', '거래', '금은', '각각', '억원', '기록']"
1659,0,주요 뉴스 업데이트와 주식 정보입니다 자안코스메틱 최대주주 변경 유진엠피제 차로 바뀜 엔씨소프트 주가 상승을 위해 억원 규모의 자사주 매입 계획 발표 현대로템 지방자치단체와의 계약에 관한 법률 위반으로 인해 입찰 자격 제한 조치 취해짐 동부건설 금융그룹 통합연수원 신축 건설공사를 수주 한국카본 현대삼호중공업 및 현대중공업으로부터 선박용 보냉자재 공급 계약 체결 디앤디의 종속회사 부동산을 억원에 매각 예정 크래프톤 해외 기관투자자를 대상으로 컨퍼런스콜 개최 주식 코드 목록에 대한 정보 제공,"['주요', '뉴스', '업데이트', '주식', '정보', '자안', '코스', '최대', '주주', '변경', '유진', '엠피제', '차로', '엔씨소프트', '주가', '상승', '위해', '억원', '규모', '사주', '매입', '계획', '발표', '현대', '로템', '지방자치단체', '계약', '법률', '위반', '입찰', '자격', '제한', '조치', '취해짐', '동부', '건설', '금융', '그룹', '통합', '수원', '신축', '건설', '공사', '수주', '한국', '카본', '중공업', '중공업', '선박', '보냉', '자재', '공급', '계약', '체결', '앤디', '회사', '부동산', '억원', '매각', '예정', '크래프톤', '해외', '기관', '투자자', '대상', '컨퍼런스', '개최', '주식', '코드', '목록', '대한', '정보', '제공']"
1660,0,알루미늄 관련주들이 기니에서 발생한 쿠데타로 인한 알루미늄 가격 상승으로 인해 급등세를 보이고 있습니다 이로 인해 삼아알미늄 조일알미늄 남선알미늄 등 여러 종목이 사상 최고치를 경신하고 있습니다 서아프리카 국가인 기니는 중국에 보크사이트의 주요 공급국이며 중국은 건설 자동차 및 항공기 산업에 쓰이는 알루미늄의 최대 생산국이자 소비국입니다,"['알루미늄', '관련', '기니', '발생', '쿠데타', '알루미늄', '가격', '상승', '급등', '보이', '이로', '알미늄', '알미늄', '남선', '알미늄', '여러', '종목', '사상', '최고', '경신', '서아프리카', '국가', '기니', '중국', '보크사이트', '주요', '공급', '중국', '건설', '자동차', '항공기', '산업', '알루미늄', '최대', '생산', '이자', '소비']"
1661,1,해당 글은 국민의힘 소속 홍준표 의원이 최근 여론조사에서 이낙연 전 국무총리를 꺾고 지지율 위로 올라선 영향으로 홍준표 테마주 가 급등하고 있다는 내용을 다루고 있습니다 구체적으로 언급된 관련주로는 보광산업 에탄올 홈센타홀딩스 등이 있으며 이들은 홍 의원의 고향인 경남 지역과 관련된 사업이나 프로젝트와 연관이 있다고 설명되어 있습니다 또한 글에서는 최근 차기 대통령 선거 후보 적합도에 대한 여론조사 결과를 언급하고 있는데 이 조사에서 홍 의원은 전주 대비 지지율이 포인트 상승하여 의 득표율을 기록했다고 합니다,"['해당', '국민', '소속', '홍준표', '의원', '최근', '여론조사', '이낙연', '국무총리', '지지율', '위로', '영향', '홍준표', '테마주', '급등', '내용', '구체', '언급', '관련', '주로', '보광', '산업', '에탄올', '홀딩스', '의원', '고향', '경남', '지역', '관련', '사업', '프로젝트', '연관', '설명', '또한', '최근', '차기', '대통령', '선거', '후보', '적합', '대한', '여론조사', '결과', '언급', '조사', '의원', '전주', '대비', '지지율', '포인트', '상승', '득표율', '기록']"
1662,0,요약하자면 에코플라스틱은 시설자금과 채무상환을 위한 주주배정 후 실권주주 일반공모를 결정했으며 공모 금액은 억 만원으로 예정 발행가는 원입니다 확정예정일은 월 일이고 구주주 청약은 월 일에 이루어집니다 신주 상장 예정일은 월 일입니다 나열된 코드는 총 개이며 각각에 대한 상세 정보는 제공됩니다,"['요약', '에코', '플라스틱', '시설', '자금', '채무', '상환', '주주', '배정', '실권', '주주', '공모', '결정', '공모', '금액', '만원', '예정', '발행', '확정', '예정일', '일이', '주주', '청약', '신주', '상장', '예정일', '나열', '코드', '각각', '대한', '상세', '정보', '제공']"
1663,0,한국 주식시장 하락 네이버와 카카오 급락 금융당국 및 여당의 규제 발언 온라인 플랫폼 기업 규제 가능성 증가 미국의 델타 변이 우려로 인한 글로벌 시장 불안 등 요인으로 코스피지수 전 거래일 대비 포인트 하락한 에 마감 네이버와 카카오는 각각 급락 외국인 및 기관 순매도 영향으로 하루 동안 시가총액 조원 사라짐 코스닥지수 역시 전 거래일 대비 포인트 내린 로 마감 비트코인 가격 하락 엘살바도르 법정화폐 인정 후 차익 실현 매물로 인해 국내 거래소에서 하락,"['한국', '주식시장', '하락', '네이버', '카카오', '급락', '금융', '당국', '여당', '규제', '발언', '온라인', '플랫폼', '기업', '규제', '가능성', '증가', '미국', '델타', '우려', '글로벌', '시장', '불안', '요인', '코스피지수', '거래', '대비', '포인트', '하락', '마감', '네이버', '카카오', '각각', '급락', '외국인', '기관', '매도', '영향', '하루', '동안', '시가총액', '조원', '코스닥', '지수', '역시', '거래', '대비', '포인트', '마감', '비트코인', '가격', '하락', '엘살바도르', '법정', '화폐', '인정', '차익', '실현', '매물', '국내', '거래소', '하락']"
1664,0,코스피지수 외국인 매도에도 불구 개인과 기관의 동반 순매수로 포인트로 상승 마감 와 카카오는 전날 낙폭 만회하며 반등 반면 카카오뱅크는 기관 투자자 매물 영향으로 하락 현대차 그룹도 자체 생산으로 결론난 애플과의 자율주행 자동차 논의 소식에 약세 코스피 거래량은 억 천 백 만 천주 거래대금은 조 천 백 십 억원 기록,"['코스피지수', '외국인', '매도', '불구', '개인', '기관', '동반', '수로', '포인트', '상승', '마감', '카카오', '전날', '낙폭', '만회', '반등', '반면', '카카오', '뱅크', '기관', '투자자', '매물', '영향', '하락', '현대차', '그룹', '자체', '생산', '결론', '애플', '자율', '주행', '자동차', '논의', '소식', '약세', '코스피', '거래량', '천주', '거래', '금은', '억원', '기록']"
1665,1,코스피지수는 전 거래일 대비 소폭 상승한 상태로 마감했습니다 외국인 및 기관투자가의 순매수로 인해 유망한 흐름이 있었습니다 대형 반도체주인 삼성전자와 하이닉스가 강세를 보였지만 네이버와 카카오 등의 인터넷 관련주는 약세를 보였습니다 추석 연휴를 앞두고 투자 심리 불안과 중국 규제 문제로 홍콩 증시가 영향을 받았습니다 코스닥지수는 개인 순매수에도 불구하고 하락했습니다 비트코인은 중앙은행의 규제 조치로 인해 약세를 보였습니다,"['코스피지수', '거래', '대비', '상승', '상태', '마감', '외국인', '기관', '투자가', '수로', '유망', '흐름', '대형', '반도체', '주인', '전자', '하이닉스', '강세', '네이버', '카카오', '인터넷', '관련', '약세', '추석', '연휴', '투자', '심리', '불안', '중국', '규제', '문제', '홍콩', '증시', '영향', '코스닥', '지수', '개인', '매수', '불구', '하락', '비트코인', '중앙은행', '규제', '조치', '약세']"
1666,0,일 장 마감 후 주요 뉴스 업데이트는 다음과 같습니다 현대산업개발이 경산아이파크제일차에 대해 억 원 규모의 채무 보증 결정 효성화학 폴리프로필렌 종합 파일럿 플랜트 구축을 위해 억원 투자 동아지질 싱가포르 와 억 원 공급 계약 체결 메리츠증권 자회사인 메리츠캐피탈에 대해 억 원 규모 유상증자 결정 케미칼 유틸리티 사업 부문 분할 및 에스케이멀티유틸리티 주식회사 신설 아이에스동서 지산동 낙원아파트 가로주택정비사업조합과 억 원 공급 계약 체결 이앤씨 화학과 억 원 규모 공급계약 체결,"['마감', '주요', '뉴스', '업데이트', '다음', '산업', '개발', '경산', '아이파크', '일차', '대해', '규모', '채무', '보증', '결정', '효성', '화학', '폴리프로필렌', '종합', '파일럿', '플랜트', '구축', '위해', '억원', '투자', '동아', '지질', '싱가포르', '공급', '계약', '체결', '리츠', '증권', '자회사', '리츠', '캐피탈', '대해', '규모', '유상증자', '결정', '케미칼', '유틸리티', '사업', '부문', '분할', '에스케이', '멀티', '유틸리티', '주식회사', '신설', '아이', '에스', '동서', '지산동', '낙원', '아파트', '가로', '주택', '정비', '사업', '조합', '공급', '계약', '체결', '화학', '규모', '공급', '계약', '체결']"
1667,0,코스닥지수가 외국인 순매수세로 인해 상승하며 로 마감되었습니다 시가총액 상위 종목 중 에코프로비엠 리노공업 등이 큰 폭으로 올랐고 에이치엘비는 하락했습니다 원익큐브 위메이드 등 일부 주식은 가격 제한폭까지 오르기도 했습니다 거래량 및 거래대금은 각각 억 만주 조 억원으로 집계되었으며 상한가는 개 종목 하한가는 없었으며 보합권 종목은 개였습니다,"['코스닥', '지수', '외국인', '세로', '상승', '마감', '시가총액', '상위', '종목', '에코', '프로비', '리노', '공업', '에이치엘비', '하락', '큐브', '위메이드', '일부', '주식', '가격', '기도', '거래', '거래', '금은', '각각', '만주', '억원', '집계', '상한', '종목', '보합', '종목']"
1668,0,코스닥 지수 외국인의 순매수 영향으로 전날 대비 상승 마감 개인 및 기관은 매도세 지속 메타버스 관련주 강세 차바이오텍 국순당 등 시총 상위 종목 대부분 상향 정부 유망 분야 투자 계획 발표에 따라 년까지 메타버스 클라우드 블록체인 분야에 조 천억 원 투입 예정,"['코스닥', '지수', '외국인', '매수', '영향', '전날', '대비', '상승', '마감', '개인', '기관', '도세', '지속', '메타', '버스', '관련', '강세', '바이오', '국순당', '상위', '종목', '대부분', '상향', '정부', '유망', '분야', '투자', '계획', '발표', '메타', '버스', '클라우드', '블록', '체인', '분야', '천억', '투입', '예정']"
1669,1,코스닥은 대부분 업종의 하락으로 인해 일 선에서 마감되었으며 개인만이 사자 세를 이어갔습니다 외국인 및 기관 투자는 매도 세력으로 전환했습니다 상승 출발한 후 외국인과 기관이 동반 매도로 지수는 선을 넘지 못했습니다 프로그램 매매는 차익과 비차익을 합쳐 억원의 순매도 우위를 보였습니다 정보기기 의료 정밀기기와 같은 대부분의 업종이 하락했습니다 시가총액 상위 종목들도 대부분 내렸습니다만 에이치엘비는 금융위로부터의 불공정거래 조사 무혐의를 받으며 큰 폭 상승을 기록했습니다 거래량은 억 만주이며 거래대금은 조 억원으로 집계되었습니다 중앙에너비스가 이날 상한가를 달성했고 하한가는 없는 가운데 개 종목이 내렸으며 개 종목은 보합으로 거래를 마쳤습니다,"['코스닥', '대부분', '업종', '하락', '마감', '개인', '사자', '외국인', '기관', '투자', '매도', '세력', '전환', '상승', '출발', '외국인', '기관', '동반', '매도', '지수', '프로그램', '매매', '차익', '비차', '억원', '매도', '우위', '정보기기', '의료', '정밀', '기기', '대부분', '업종', '하락', '시가총액', '상위', '종목', '대부분', '에이치엘비', '금융', '위로', '불공정', '거래', '조사', '무혐의', '상승', '기록', '거래량', '만주', '거래', '금은', '억원', '집계', '중앙', '너비', '상한', '달성', '가운데', '종목', '종목', '보합', '거래']"
1670,0,코스피지수 선에서 마감 기관의 매도세로 하락 개인 순매수 억원 기관은 억원 순매도 시가총액 상위 종목 대부분 약세 네이버만 소폭 상승 흥아해운 부산가스 우진 상한가 기록 삼성공조와 이수페타시스 하락,"['코스피지수', '마감', '기관', '매도', '세로', '하락', '개인', '매수', '억원', '기관', '억원', '매도', '시가총액', '상위', '종목', '대부분', '약세', '네이버', '상승', '해운', '부산', '가스', '우진', '상한', '기록', '성공', '페타', '시스', '하락']"
1671,0,코스닥 지수가 외국인의 매수세로 인해 연휴를 앞둔 가운데 이틀 만에 다시 선을 회복했습니다 다만 관망세가 커져 거래대금은 지난 달 일 이후 한달 만에 최저치를 기록했습니다 코스닥 지수는 전 거래일 대비 포인트 상승한 으로 마감했습니다 외국인은 억원을 순매수하였고 기관은 거래일 연속 매도세를 보이며 억원을 팔았습니다 셀트리온헬스케어는 지배구조 개편 기대감에 상승하였습니다,"['코스닥', '지수', '외국인', '매수', '세로', '연휴', '가운데', '이틀', '다시', '다만', '관망', '거래', '금은', '지난', '이후', '최저', '기록', '코스닥', '지수', '거래', '대비', '포인트', '상승', '마감', '외국인', '억원', '매수', '기관', '거래', '연속', '도세', '보이', '억원', '셀트리온', '스케', '지배구조', '개편', '대감', '상승']"
1672,1,일 코스피지수는 개인과 외국인의 순매수로 인해 에서 마감하였습니다 의료정밀 운수창고 등 일부 업종이 상승세를 보였습니다 삼성전자는 상승했고 현대중공업은 상장 첫 날 따상 에 실패했습니다 흥아해운과 코오롱플라스틱이 큰 폭으로 올랐으며 제강과 한국조선해양이 크게 하락하였습니다 거래량은 억 만 주였으며 개 종목이 상승 개가 하락했습니다,"['코스피지수', '개인', '외국인', '수로', '마감', '의료', '정밀', '운수', '창고', '일부', '업종', '상승세', '전자', '상승', '중공업', '상장', '해운', '코오롱', '플라스틱', '제강', '한국', '조선해', '크게', '하락', '거래량', '종목', '상승', '하락']"
1673,0,팜젠사이언스는 자회사인 엑세스바이오와 미국 아이비파마와 협력하여 코로나 백신 바이오시밀러 공동개발을 위한 를 체결하였습니다 이 소식에 두 회사의 주가가 크게 상승했습니다 그러나 업계에서는 백신 특허 문제 때문에 상업화에 어려움이 있을 수 있다는 우려가 있습니다 특허 만료까지 오랜 시간이 소요되어 바이오시밀러 개발 발표의 실현 가능성에 의문이 제기되고 있습니다 팜젠사이언스는 아이비파마가 백신 바이오시밀러 후보물질을 보유하고 있다고 언급하지만 비밀유지협약 때문에 구체적인 내용을 공개할 수 없다고 합니다,"['사이언스', '자회사', '엑세스', '바이오', '미국', '아이비', '파마', '협력', '코로나', '백신', '바이오', '밀러', '개발', '체결', '소식', '회사', '주가', '크게', '상승', '업계', '백신', '특허', '문제', '때문', '상업', '어려움', '우려', '특허', '만료', '시간', '소요', '바이오', '밀러', '개발', '발표', '실현', '가능성', '의문', '제기', '사이언스', '아이비', '파마', '백신', '바이오', '밀러', '후보', '물질', '보유', '언급', '비밀', '유지', '협약', '때문', '구체', '내용', '공개']"
