realUp,summ_context
0,대한항공과 아시아나항공의 노동조합은 양사의 인수 합병 에 반대하며 근로자들의 의견이 무시된 일방적 거래라고 주장합니다 그들은 이해당사자인 직원들의 의견을 반영하여 재논의하기 위해 노사정 협의체를 구성할 것을 요구하고 있습니다 또한 동종업계의 가 중복 인력으로 인한 고용 불안을 초래하고 결국 항공산업 전체에 영향을 줄 것이라고 우려하고 있습니다 이러한 상황에서 대한항공과 아시아나항공의 노조는 산업은행 정부 한진칼이 주도하는 를 철회할 것을 촉구하며 신종 코로나바이러스 감염증 코로나 으로 어려움을 겪고 있는 항공업계에서 신규 노선 개척 및 서비스 질 향상을 위한 인력 배치는 현실성이 없다고 주장합니다 노조는 또한 정부와 산업은행이 경영 실패의 책임을 직원들에게 전가하는 것을 중단하고 노동자 참여를 통해 논의할 수 있도록 하는 노사정 협의체를 구성해야 한다고 강조했습니다
0,대한항공 한진그룹 은 아시아나항공 인수를 위한 협상을 진행하면서 금호산업을 새로운 국면에 놓았습니다 한때 국내 항공업계 경쟁사였던 대한항공에게 주력 계열사를 넘기게 된 금호산업이지만 지분을 신속하게 처분할 가능성이 커져 호재로 작용하고 있습니다 정부는 산업은행을 통해 대한항공의 모기업인 한진칼에 자금 투입을 결정했으며 이 자금은 아시아나항공 인수에 사용될 예정입니다 이로 인해 금호산업은 보유한 아시아나항공 지분을 신속하게 정리할 수 있게 되어 재무구조 개선 및 자본잠식 해소에 도움을 줄 것으로 기대됩니다 그러나 대한항공과 주주들과의 잠재적 분쟁 등 인수를 위한 넘어야 할 산들이 여전히 남아 있습니다
1,코스피 지수가 기관 투자자 억원 매도세로 인해 사흘 만에 하락하였습니다 개인 및 외국인은 동반 순매수세를 보였고 금융투자 투신 등 기관은 순매도했습니다 시가총액 상위 종목들은 희비가 갈렸으며 삼성전자는 하락했고 네이버 생활건강 등도 대 떨어졌습니다 운수창고와 종이목재 등의 업종이 하락한 반면 전기가스업은 상승했습니다
0,해당 기사는 여러 회사의 중요한 이벤트 및 사업 성과에 대한 뉴스 업데이트를 담고 있습니다 주요 내용으로는 삼화페인트가 특허권을 취득한 점 신세계건설이 채무보증을 결정한 것 아이톡시가 불성실 공시 법인으로 지정된 사실 등이 있습니다 또한 화일약품은 유상증자를 통해 운영자금을 확보할 계획이고 대림건설은 한국도로공사로부터 건설공사를 수주하였습니다 이 뉴스 아이템들은 각 회사의 사업 방향과 성장 가능성에 대해 이해하는 데 도움이 될 것입니다
1,최근 비트코인의 가치가 급등함에 따라 암호화폐 관련 국내 주식들도 강세를 보이고 있습니다 위지트는 상승제한폭까지 올라 오른 원에 거래를 마쳤습니다 위지트는 암호화폐 거래소인 빗썸을 운영하는 회사의 주주입니다 비트코인 가격은 미국 시장에서 년 만에 최고치인 만 달러를 기록했습니다 이 상승세는 확산 이후 비트코인이 대안적 안전자산으로 여겨지고 페이팔 같은 온라인 결제 시스템의 지원 등이 영향을 미친 것으로 보입니다 그러나 비트코인 가격 변동성이 너무 커서 부를 저장하는 수단으로는 적합하지 않다고 보는 의견도 있습니다
1,에이비프로바이오 미국 자회사인 에이비프로 코퍼레이션이 개발 중인 신종 코로나 바이러스 감염증 코로나 치료제 후보물질 의 영장류 실험 결과가 네이처지에 게재되었습니다 은 이미 글로벌 임상 상을 완료하였으며 이번 논문 게재를 통해 예방 및 치료 효과에 대한 외부 검증을 받았습니다 에이비프로바이오는 중국에서의 글로벌 임상 상 진행을 확정지었으며 일본 브라질 필리핀에서도 임상이 예정되어 있습니다 내년 상반기에는 미국에서 의 임상 상을 시작할 계획입니다
0,한국거래소 가 금융업을 제외한 코스닥 상장사들의 부채비율을 분석한 결과 지난해 말 대비 올 분기 누적 연결 기준 평균 부채비율은 상승한 로 나타났습니다 조이맥스와 올리패스가 각각 부채비율이 만 를 초과했으며 케이프와 코다코도 이상의 부채율을 보였습니다 에이프로젠 는 연결 기준으로 가장 낮은 부채비율인 를 기록했습니다 개별 기준으로는 유바이오로직스가 의 높은 부채비율을 보인 반면 네오위즈홀딩스는 로 가장 낮았습니다
1,이데일리 뉴스 기사에 따르면 코스닥 지수가 외국인 및 기관의 동반 매도와 미국발 증시 악재로 인해 하락세를 보이며 현재 포인트 내린 에 거래되고 있습니다 소프트웨어 유통 등 일부 업종은 상승세를 보이는 반면 오락문화 정보기기 등은 하락하고 있습니다 시가총액 상위 종목도 혼조세를 보이고 있으며 우정바이오 위지트 등이 급등 중입니다 전날 미국 증시는 코로나 재확산 우려로 인해 일제히 하락했습니다
0,헬릭스미스는 당뇨병성 신경병증 을 위한 유전자 치료제 엔젠시스 의 미국 임상 상 시험에서 첫 환자 투약을 시작했습니다 이 회사는 현재 진행중인 스크리닝으로 인해 지연되었지만 초기 단계에서 여러 임상 센터를 준비하고 있어 이후 빠른 진행이 예상된다고 밝혔습니다 이번 연구는 미국에서 명의 환자를 대상으로 개 임상 센터에서 실시될 예정입니다 엔젠시스는 통증 완화가 아닌 혈관 성장과 신경 재생을 통해 근본 원인을 해결하는 것으로 독특하며 미국 식품의약국 으로부터 지정을 받아 대중적인 질환에 대한 첫 유전자 치료제로 평가받고 있습니다 은 미국에서 약 의 당뇨병 환자가 경험하는 흔한 합병증으로 기존 치료법은 부작용이 있고 근본적인 치료 효과가 부족하다고 알려져 있습니다
0,우리기술과 자회사 씨지오는 울산시에서 진행하는 동해 부유식 해상풍력 프로젝트 의 일환으로 진행되는 규모 발전단지 건설을 위해 건설과 기술협력을 위한 업무협약을 체결하였습니다 이번 협약은 초기부터 관련 업체들간의 원활한 업무 협력과 공급망을 구축하는 것을 목표로 하고 있습니다 양사는 각각 부유체 발전기 연계 제어시스템 개발 및 공급 그리고 풍력발전기와 부유체의 운송 및 설치를 담당하게 됩니다 우리기술 관계자는 국책과제 수행을 통해 기술적 완성도가 높아져 프로젝트가 순조롭게 진행될 것이라고 기대하고 있습니다 해당 발전단지 건설 사업은 총 조 원 규모로 성공적 완공 시 울산시가 추가로 계획 중인 발전단지 건설에 참여할 수 있는 기회를 마련할 것으로 예상됩니다
0,비트컴퓨터는 개인건강기록 기반 진료지원 서비스 개발을 위해 라이프시맨틱스와 협력하고 있으며 이달 말까지 실증 작업을 완료할 예정입니다 이러한 서비스는 표준 시스템과 결합된 임상의사결정지원시스템 을 통해 의사가 환자에 대한 맞춤형 의료를 제공할 수 있게 합니다 환자는 개인건강기록 앱을 통해 자신의 건강 정보 질병 예측 정보 및 진료 기록에 접근할 수 있습니다 이 플랫폼은 동네의원에서도 대형병원 수준의 기반 의료서비스를 제공하여 환자 중심의 통합 의료정보 시스템을 구축하는 데 기여합니다
1,인프라웨어 는 자사 플랫폼의 가상화폐 가 국내 최대 암호화폐 거래소인 빗썸에 상장되면서 주가가 상한가를 기록했습니다 거래 첫날 가격은 프리세일 대비 배 가까이 상승하여 최고 시총 약 조 억원을 달성했습니다 는 지식 공유 블록체인 플랫폼 폴라리스쉐어 에서 사용되며 글로벌 오피스 소프트웨어 폴라리스오피스 를 기반으로 하고 있습니다 인프라웨어는 코로나 이후 최대주주 아이에이네트웍스와 세원과의 파트너십을 통해 오피스 소프트웨어 사업을 확장 중입니다
1,일 코스피 지수는 경기 부양책 기대감과 코로나 재유행 우려가 맞물리면서 혼조세를 보였으나 외국인 순매수 덕분에 상승 마감하였습니다 외국인은 일 연속 순매수를 이어가며 지수 상승에 기여했습니다 특히 은행과 의료정밀업종이 강세를 보였고 시가총액 상위주는 혼조세를 나타냈습니다
0,제약 및 재생의료 산업계 리더들은 국내 제약 산업의 경쟁력 강화를 위해 기업 인수합병 이 필요하다는 데 의견을 모으고 있습니다 를 통해 규모와 전문성이 커져 세계 시장에서 강력한 경쟁력을 가질 수 있다고 강조합니다 첨단재생의료 분야 역시 신규 사업 특성상 초기규제를 완화하고 세제혜택 등 지원을 확대할 것을 요구하고 있으며 이를 통해 글로벌 리더로서의 입지를 공고히 할 필요가 있다고 말합니다 이병건 생명과학 대표이사는 이 분야의 주요 기업인 중 한 명입니다 세포치료제 개발에 집중하고 있으며 면역항암제와 줄기세포 치료제를 개발 중이며 최근에는 유럽과 미국에서 대규모 투자에도 성공했습니다 그는 국내 바이오 산업의 발전을 위한 와 규제 환경 조정이 필요하다고 언급하고 있습니다
0,드림텍 은 전자코 솔루션 시범 운영의 성공으로 주식 시장에서 상승세를 보이고 있습니다 이 솔루션은 코로나 감염 여부를 대상자의 날숨을 통해 확인하는 데 도움을 줄 수 있으며 민감도가 높습니다 드림텍과 나노센트는 영국의 여러 축구 클럽에서 성공적인 시범 운영을 마쳤습니다 내년 상반기에 국내 승인을 위한 계획을 세우고 있으며 임상 계획 수립 지방자치단체 및 대학병원과의 협력 등을 추진하고 있습니다
0,한국거래소 는 우리이앤엘 주식의 현저한 가격 변동과 관련해 공시 요구를 했습니다 답변 기한인 일 오후 시까지 회사의 설명이나 사유를 요청하고 있습니다 에서는 보통 거래소의 비상정지나 특정 기업의 주가 급변동 시에 이와 같은 조치를 취합니다 이러한 조치는 투자자 보호 및 시장 안정성을 확보하기 위함입니다
0,인프라웨어라는 회사가 플랫폼 폴라리스쉐어 의 가상화폐 폴라 에 투자했는데 그 가격이 크게 올랐습니다 거래 첫 날에는 가격이 무려 배나 상승하여 현재 거래소는 원에 거래를 진행하고 있습니다 이 가상화폐는 지식 공유 블록체인 플랫폼을 위한 것입니다 인프라웨어는 코로나 이후 오피스 소프트웨어 사업을 확장 중이며 최대주주와 특수관계인과 협력하고 있습니다
0,코스피 지수가 외국인 순매수와 미국발 호재로 인해 이틀 연속 역대 최고치를 기록했습니다 코스피는 전 거래일 대비 상승한 으로 마감했으며 장중 한때 까지 오르며 역대 장중 최고가를 경신했습니다 외국인은 지난 거래일 연속 순매수 행진을 이어가며 코스피 지수 상승을 주도하였고 시가총액 상위종목에 대한 매수가 집중되었습니다 삼성전자는 사상 최초로 만 천 백원을 기록하며 종가 기준으로 최고치를 경신했습니다 외국인 수급 한계에 대한 우려에도 불구하고 코스피는 단기 과열 현상을 보이고 있습니다
1,최근 추미애 법무부 장관이 윤석열 검찰총장을 직무에서 배제한 후 윤석열 관련주 로 불리는 회사들의 주가가 크게 변동성을 보이고 있습니다 이 주식들은 주식이윤 총장과 친분이 있거나 사업적으로 연관되어 있다는 이유로 분류되고 있습니다만 실제로는 연결고리가 없다고 해당 기업들이 공시하고 있습니다 투자에 유의하세요 현재 서연탑메탈과 제일테크노스가 상승세를 보이고 있지만 이들이 실제로 윤석열 총장과의 직접적인 관련성은 없는 것으로 밝혀졌습니다
1,코스닥 지수가 하락해 선까지 밀렸으며 외국인 및 기관 투자자로부터의 차익 실현 매물이 유입되었습니다 시가총액 상위 종목 대부분이 하락했으며 셀트리온제약과 셀트리온헬스케어는 코로나 치료제의 글로벌 임상 상을 완료했다는 소식에 급등하였습니다 하나기술은 상장 첫날 따상 에 성공하였고 성호전자는 포르쉐 아우디에 필름 콘덴서 공급 소식을 발표하며 상한가를 기록했습니다
0,한국 주식시장은 코로나 종식 후 빠른 경제 회복 전망과 한국은행의 성장률 상향 조정으로 사상 최고치를 경신했습니다 코스피지수는 전날보다 포인트 상승한 에 마감하였습니다 개인과 외국인이 각각 억원 억원을 순매수하며 장을 주도하였고 기관은 억원을 순매도했습니다 배달 및 택배 용 포장지 관련 기업이 급증한 신규 코로나 확진자와 함께 강세를 보였고 비대면 서비스 관련 기업도 상승하였습니다 전기전자 및 차전지 관련 주식도 외국인 투자 증가로 호조를 보였습니다 코스닥지수는 전날보다 상승한 에 마감하였습니다
0,미래에셋대우의 고수익 투자자들이 셀트리온 주식에 관심을 보이고 있습니다 코로나 치료제 개발을 진행 중인 이 회사는 글로벌 임상 상을 완료하고 국내 식품의약품안전처에 조건부 허가를 신청할 예정입니다 미래에셋대우는 자사 고객의 매매 종목을 공개하여 실시간 전일 최근 일 기준으로 제공하지만 개인 투자자들에게는 단순 정보 안내로써 그들의 수익달성을 보장하지 않습니다 테마주와 같은 투자는 이상급등락 위험이 있으니 주의가 필요합니다
0,한국에서 확진자 수가 급증함에 따라 재택근무 관련 종목이 강세를 보이며 상승하고 있습니다 알서포트 이씨에스 링네트를 포함한 여러 회사들의 주가가 오름세를 보이고 있습니다 정부는 수도권에 사회적 거리두기 단계를 단계로 상향 조정했으며 향후 확진자 수의 증가 추이에 따라 재택근무가 확대될 가능성이 있어 관련주가 영향을 받는 것으로 분석됩니다
1,코스피지수가 사상 최고치인 종가 선을 기록했습니다 개인과 외국인은 순매수를 했으며 기관은 거래일 연속 순매도 중입니다 제지와 골판지 기업들이 코로나 관련 포장 수요 기대감에 상승세를 보였습니다 코스닥지수는 소폭 상승했으며 외국인 및 기관이 순매수 개인이 순매도하였습니다 전문가들은 특별한 상승 요인이 없고 위험 요소가 있는 만큼 투자에 유의할 것을 당부했습니다
0,코스피 지수가 오후 장에서 하락세를 보이며 약 하락하여 으로 마감했습니다 외국인 투자자들이 조원 이상을 순매도하며 지수 하락을 이끌었고 기관도 억원을 순매도하였습니다 유가증권 시장에서 개인은 조 억원을 순매수 중입니다 지수 리밸런싱으로 인해 외국인 매도가 예상되며 인도 및 쿠웨이트로의 비중 이동에 따라 한국의 비중이 줄어들었습니다 종이 목재 관련주가 골판지 대란과 함께 급등세를 보였습니다
1,코로나 치료제 개발 중인 한국 제약회사 종근당의 주가가 러시아 임상시험 중간 평가에서 긍정적인 결과를 발표한 후 강세를 보였습니다 급성췌장염 치료제 나파벨탄 이 코로나 치료제로 사용될 가능성을 확인받으며 종근당 바이오와 홀딩스도 함께 상승했습니다 회사는 올해 안에 임상을 마치고 내년 월 조건부 허가를 신청할 계획입니다
0,코스피 지수가 외국인과 기관의 순매수로 인해 상승세이며 선을 회복했습니다 전날 대규모 매도세를 보였던 외국인은 현재 순매수로 전환되었습니다 코스피의 대다수 업종이 오름세를 보이고 있으며 철강 금속과 증권업이 두드러진 상승세를 보입니다 시가총액 상위 종목 중 가 대 상승률을 나타내고 있습니다 대웅제약과 대웅은 정부의 코로나 치료제로 개발 중인 의 임상지원사업 과제 선정 소식에 급등세를 보였습니다 대한항공과 아시아나항공은 합병 예정으로 인한 긍정적 영향을 받고 있습니다
1,일 코스닥 지수는 개인과 외국인 순매수 영향으로 상승 마감했습니다 셀트리온헬스케어 셀트리온제약 알테오젠 등 시가총액 상위 제약주가 강세를 보였으며 코스닥 지수는 지난 월 일 이후 두 달 반 만에 선대를 회복하였습니다
0,일 코스닥 지수가 개인 투자자의 순매수와 대형주 상승세를 바탕으로 포인트 올라간 로 마감했습니다 올해 종가 최고치에 가까운 수치입니다 대형주가 지수 상승을 이끌었고 기관은 거래일 연속 순매도하였습니다 코스닥 상위 위 시가총액 종목들은 강세를 보였으며 인증서 관련주들도 상승세를 보였습니다 거래량과 거래대금은 각각 억 만주와 조 억원으로 집계되었습니다
1,일 코스피 지수가 전 거래일 대비 상승한 으로 종가 최고치를 기록했습니다 이는 미국 추가 부양책 기대감과 마이크론의 내년 실적 가이던스 상향 조정에 따른 것으로 외국인들이 개인 및 기관 매도 물량을 받아내며 강한 매수세를 보였습니다 비금속광물 전기 전자 제조업 등 대부분의 업종이 상승세를 보였고 하이닉스와 삼성전자가 큰 폭으로 올랐습니다 한편 하나투어와 같은 여행주가 코로나 백신 기대감에 강세를 나타냈습니다 거래량은 억 천 백만 주에 달했으며 거래대금은 약 조 천 백 십 억원에 이르렀습니다
1,한국거래소 코스닥시장본부에서 키네마스터 매각 관련 보도와 관련하여 솔본과 키네마스터 양측에 사실 여부와 구체적인 내용에 대한 조회공시를 요구하였습니다 답변 시한은 오후 시입니다 최대주주인 솔본이 키네마스터 경영권을 매각하기 위한 주관사 선정 절차에 착수했다고 한 언론에서 보도했습니다 현재 최대주주의 지분은 이며 특별관계인을 포함하면 그 비율이 더 높습니다
0,와 솔루션즈 라는 두 주식의 주가가 급등세를 보이고 있습니다 이는 공인인증서 제도가 폐지될 예정인데 이로 인해 서버보안 및 전자문서 전문 기업인 이 업체들이 주목받고 있기 때문입니다
1,주요 주식 시장 소식입니다 진양화학은 발열 바닥재 관련 특허를 취득하였습니다 계룡건설산업이 강동식스피에프브이로부터 억 원 규모의 공사를 수주했습니다 효성첨단소재가 계열사 효성베트남에 대한 채무보증을 결정하였습니다 한진칼은 유상증자 완료 후 상장을 예정하고 있습니다 코스닥에서는 세동이 자본 감소로 인해 주권 매매 거래가 정지되었으며 올릭스는 무상증자를 통해 권리락이 발생하였습니다 크레인 제조사 광림을 인수한 아이오케이는 자금 확보 및 지분 취득을 검토하고 있습니다
1,이 뉴스 기사는 중국의 게임 판호 발급에 대한 기대감이 국내 게임 및 엔터테인먼트 산업에 미치는 영향에 대해 다루고 있습니다 이는 약 년 간의 한한령 이후 첫 중국 게임 허가증 발급으로 한국 게임에 대한 제한이 해제될 것이라는 기대를 불러일으켰습니다 이에 따라 컴투스 넷마블 등 주요 게임주들이 크게 상승했고 엔터테인먼트 회사들의 주식도 호조를 보였습니다 모바일 게임 시장의 성장 잠재력과 중국에서의 성공 가능성에 대해 낙관적인 전망이 제시되었지만 일부 전문가들은 추가 발급 상황을 지켜봐야 한다는 의견을 내놓고 있습니다
1,이데일리 기사에 따르면 외국인은 이달 들어 조 천억 원 이상을 사들이며 코스피 지수가 사상 처음으로 선을 돌파하게 했습니다 반도체 관련주 삼성전자 및 하이닉스 가 강세를 보였으며 서울시의 거리두기 강화 조치로 식품 및 포장 관련주 또한 상승했습니다 코스피는 이틀 연속 사상 최고치를 경신하며 포인트로 마감했습니다
0,다음은 한국 시장에서 지난 일 장 마감 이후 주요 뉴스입니다 에쓰씨엔지니어링은 주가 급등과 관련해 유상증자 및 전환사채 등 자금 조달 방안을 검토하고 있습니다 두산중공업은 재무구조 개선을 위해 자회사인 두산인프라코어 지분 매각을 고려 중이나 아직 확정된 사항은 없습니다 삼성물산은 조 억 원 규모의 평택 하층동면 팹 공사를 계약했습니다 코리아오토글라스는 케이씨씨글라스를 인수 합병하여 최대 주주가 변경되었습니다 한진중공업은 용접 결함 수리에 따른 손해배상 청구로 억 원을 받았으며 인천국제공항공사로부터 억 원 규모의 확장 공사를 계약했습니다 는 계열사 를 위해 한국수출입은행으로부터 빌린 억 원에 대한 채무 보증을 결정했습니다 하이골드 호 신한알파리츠 등 여러 기업이 주주총회를 개최할 예정입니다
0,코스닥 지수는 거래일 연속 상승하며 선을 돌파하였고 이는 지난 년 월 이후 처음입니다 종가 기준으로 최고치 기록을 세웠으며 외국인의 순매수세와 프로그램 매수가 유입되었습니다 시총 상위 종목들 중 셀트리온헬스케어와 에이치엘비가 급등세를 보였고 리보세라닙 글로벌 권리 인수를 발표한 에이치엘비와 관련된 회사들도 상승했습니다 코스닥 지수는 대형주 위주로 강세를 보였습니다
1,현대바이오 주식이 코로나 경구 치료제 의 비임상 연구 기관 실험 결과에 따른 호재로 상한가를 기록하였습니다 최대주주인 씨앤팜은 니클로사마이드 기반 개량신약인 가 회 투여만으로 인체 기준 허용량으로 시간 동안 바이러스 활성을 억제하는 혈중 유효 약물 농도 를 유지한다는 결과를 발표하였습니다 이에 따라 씨앤팜은 내년 월 초 정부 자금 지원 하에 효력 실험을 진행할 예정이며 유의미한 효능 자료 확보 시 임상 상을 거쳐 긴급 사용 승인을 신청할 계획입니다 해당 치료제가 개발되면 자가 치료 길을 열고 코로나 대유행으로 인한 의료대란 위기에 대처하는 데 도움이 될 것으로 기대됩니다
0,온라인 쇼핑몰 카페 대표 이재석 가 페이스북과 협력하여 전 세계 억 명의 사용자에게 상품을 전시할 수 있는 페이스북 숍스 를 선보였습니다 자사 온라인 쇼핑몰을 운영하는 사업자들은 간단한 클릭만으로 페이스북과 인스타그램 모두에 상품 전시 공간을 만들 수 있어 자사 쇼핑몰로의 방문 및 주문 증가가 기대됩니다 또한 카페 는 페이스북과 실시간 데이터 연동 시스템을 개발하여 운영자들이 자신의 쇼핑몰 관리자 화면에서 페이스북 숍스 내 상품을 관리할 수 있도록 했습니다 이로 인해 사업자들은 자사 쇼핑몰의 충성도 고객 증가와 매출을 실질적으로 늘릴 수 있을 것으로 기대됩니다 또한 상품 전시 방식은 단순한 나열이 아니라 특정 테마에 맞춰 상품을 분류하는 컬렉션 기능을 통해 브랜드 화보집과 같은 방식으로 이루어져 마케팅 효과를 극대화할 수 있습니다
0,최근 한국 증시에 콜드체인 관련 종목이 주목받고 있습니다 신종 코로나바이러스 백신 도입 계획과 함께 이들 주식은 상승세를 보였습니다 대한과학 일신바이오 태경케미컬 등 주요 기업들은 주가가 크게 올랐습니다 백신 대부분이 저온에서 보관되어야 하므로 콜드체인 기술이 중요해졌습니다 특히 화이자 백신의 경우 도 이하의 초저온 유지에 요구됩니다 정부가 선구매한 천만 명분의 백신 중 일부는 이미 영국 아스트라제네카와의 계약으로 확보되었으며 나머지 기업들의 백신 확약 상태는 공개되지 않았습니다
0,코스피 지수가 외국인 투자자들의 주식 매수로 인해 사상 최고가인 상승하여 포인트를 기록하였습니다 미국 경기부양책 통과와 백신 사용의 조기 보급 기대감이 영향을 미친 것으로 분석됩니다 반도체 대형주들이 호조를 보이고 있으며 삼성전자 와 하이닉스 모두 신고가를 경신했습니다 외국인 투자자들은 이달 들어 코스피를 지속적으로 매수 중입니다 대부분의 종목이 상승하였으며 특히 비금속광물업종은 대 큰 폭으로 올랐습니다
1,코이뮨 에스씨엠 생명과학과 제넥신의 미국 합작법인은 급성 림프구성 백혈병 환자를 대상으로 한 면역항암제 의 임상 상 중간 결과를 공개하였습니다 치료 효과가 확인되었으며 대부분의 환자에서 세포가 최대 까지 증식하는 것을 보였습니다 이식편대숙주질환 과 신경독성 등의 부작용이 나타나지 않았으며 사이토카인 방출증후군도 적게 나타났습니다 는 세포를 기반으로 하는 면역항암제로서 슬리핑 뷰티 전이인자 시스템과 동종 사이토카인 유도 살해세포 기술을 이용해 차별화를 두고 있습니다
0,한국거래소 코스닥시장본부에서 백금 라는 회사의 주가가 갑자기 크게 변동되어 그 이유를 설명하라고 요구했습니다 답변 기한은 오는 일 오후 시까지입니다 이 뉴스는 이데일리에서 보도되었습니다 기사에는 다른 회사들의 주식 코드도 언급되어 있으며 이들은 차바이오텍 개 우리기술투자 국순당 코오롱글로벌 에스앤디 등 다양한 기업들로 이루어져 있습니다
1,해당 기사에 따르면 코스피 지수가 사상 최고가를 다시 경신하며 이달에만 일곱 번째로 신기록을 세웠습니다 이는 미국에서 이번 주 말 백신 접종이 승인될 것이라는 기대감이 투자자들의 심리에 긍정적인 영향을 미쳤습니다 기관 투자가들이 순매수를 이어가면서 특히 보험 유통 및 통신 부문이 강세를 보였습니다 시가총액 상위주들은 혼조세를 보였으며 삼성전자와 카카오는 소폭 상승을 기록했습니다 원 달러 환율은 거래일 연속 상승하며 원대를 나타냈습니다
1,요약 최근 유가증권 및 코스닥 시장에서 다음과 같은 주요 뉴스가 있었습니다 보령제약은 보통주 만 주 무상증자를 발표했습니다 쎌마테라퓨틱스는 보통주 만 주를 제 자 배정 유상증자로 결정했으며 현대산업개발은 에이치디씨아이파크제 호위탁관리부동산투자회사에 억 원을 출자할 예정입니다 대우건설은 포천민자발전과 대연 구역 주택재건축정비사업조합에 각각 자금을 대여하고 억 원 규모의 인천항동 드림물류센터 신축공사를 수주했습니다 또한 고려제강은 보통주 만 주를 제 자 배정 유상증자로 결정했으며 티앤바이오팹은 간 오가노이드 및 그 제조 방법에 대한 특허권을 취득했다고 발표했습니다
1,코스닥 지수가 외국인과 개인의 순매수로 상승해 년 만에 최고치 기록 기관은 매도 시가총액 상위 종목 혼조세 씨젠 주당 현금배당 소식으로 강세 뉴지랩과 에코프로비엠 등 하락 컨테이너 병동 사업 업체 오텍 코로나 치료제 관련주 지엘팜텍 급등
0,오텍의 주가가 코로나 신규 확진자 수 급증으로 인해 컨테이너 병동 사업에 대한 수요가 증가함에 따라 상승 중입니다 오텍은 이동형 의료 음압병동을 생산하는 업체입니다 최근 수도권 일일 평균 확진자가 명으로 전체 발생 사례의 를 차지하고 있어 중증환자 수용을 위한 대체 병상 마련이 시급해지면서 컨테이너 병동이 주목받고 있습니다 오텍은 이러한 수요에 발맞춰 지난달 이동형 의료 음압병동 제품을 출시했습니다
1,현대바이오 와 대주주인 씨앤팜은 코로나 경구 치료제 의 신속한 임상 상 진입을 위해 디티앤씨알오와 임상대행 계약을 체결하였습니다 회사는 내년 월 초 효력 실험이 끝나는 대로 즉시 임상 상에 들어갈 예정입니다 임상 상 결과가 나오는 대로 긴급 사용 승인을 신청할 계획이며 경구제인 는 약물동태시험에서 약물이 바이러스의 활성을 억제하는 항바이러스 유효 혈중 농도 를 시간 유지한 것으로 나타났습니다 회사 측은 하루 두 번 복용 시 시간 동안 지속될 수 있는 약효로 인해 가 유일무이한 코로나 치료제가 될 것이라고 기대하고 있습니다
0,탄소 중립 및 탄소 감축과 관련된 뉴스들로 인해 라이브파이낸셜 주식 가격이 상승세를 보이고 있습니다 산업통상자원부는 와의 회담에서 제조업 분야를 저탄소 친환경으로 전환하고 이차전지 및 수소경제와 같은 신산업을 키우겠다는 계획을 발표했습니다 또한 정부는 탄소중립 실현을 위해 과학기술계의 역할이 중요하다고 강조하며 관련 분야에 대한 지원을 밝혔습니다 라이브파이낸셜은 지난 월 고려대 산학협력단과 아스타잔틴 생산력 향상 기술 에 관한 특허 계약을 체결하며 신재생에너지 분야에서의 사업 확장을 모색하고 있습니다
1,해당 글은 다양한 기업들의 공시 및 금융 뉴스를 담고 있습니다 주요 내용으로는 이지케어텍의 전남대학교병원 차세대 통합 병원정보시스템 구축 계약 체결 네오펙트의 제 자배정 유상증자 결정 휘닉스소재의 주가 급등에 따른 코스닥시장본부의 조회공시 요구 아리온의 불성실공시법인 지정 예고 태영건설의 경기북부청사 및 도봉산 옥정 광역철도 건설공사 계약 체결 한미사이언스의 무상증자 결정 등이 있습니다 또한 한국조선해양이 운반선 척과 초대형 원유운반선 척을 수주한 소식과 주요 기업들의 주식 코드 목록도 제공됩니다 요약하자면 이 글은 다양한 업계의 기업들에 대한 공시 사항과 금융 뉴스를 종합적으로 다루고 있습니다
0,코스닥 지수가 외국인 및 기관의 동반 매수에 힘입어 거래일 연속 상승하며 년 만에 처음으로 선을 목전에 두었습니다 코스닥 지수는 전 거래일 대비 포인트 상승한 를 기록했습니다 미국 경기부양책 합의 기대감과 모더나 코로나 백신 승인 소식에 힘입어 시장이 긍정적인 흐름을 유지하였습니다 기관은 지난달 일 이후 첫 사자 로 돌아섰고 개인은 거래일 만에 매도세로 전환했습니다 종목별로 대부분이 상승했으며 시가총액 상위 종목들은 혼조세를 보였습니다
0,코스피 지수 거래일 만에 상승 마감하며 선 재진입 개인 차익실현에도 불구하고 기관 순매수로 반등 포장주 수혜 기대감으로 종이 목재 업종 가까운 상승 생활건강 삼성 등 시가총액 상위 종목 대부분 상승세 금융투자 및 연기금과 같은 기관이 순매수로 돌아서며 시장 분위기 호전
0,메디콕스큐어메드는 식품의약품안전처로부터 보자닉스 라는 천연물 기반 골관절염 소염 진통제의 임상 상을 승인받았습니다 이는 건강한 대상자를 대상으로 한 내약성 평가와 최근에 출시된 비스테로이드 항염증 약물 과 효능을 비교하는 것을 포함합니다 분당 서울대병원을 비롯한 전국 개 병원이 참여하며 첫 환자 등록은 내년 분기부터 시작될 예정입니다 메콕스큐어메드는 이 약물이 골관절염 통증을 효과적으로 억제하고 부작용이 거의 없다는 점을 강조하고 있습니다 회사는 또한 원료 수급과 생산에 필요한 인프라를 구축하고 있습니다 임상 상은 년까지 완료될 것으로 예상됩니다
